date,value
1982-02-01,98.79284
1982-03-01,98.54981
1982-04-01,98.2988
1982-05-01,98.066
1982-06-01,97.86456
1982-07-01,97.71518
1982-08-01,97.64257
1982-09-01,97.66576
1982-10-01,97.78596
1982-11-01,97.99271
1982-12-01,98.27892
1983-01-01,98.62249
1983-02-01,98.98714
1983-03-01,99.36168
1983-04-01,99.72866
1983-05-01,100.067
1983-06-01,100.3684
1983-07-01,100.6212
1983-08-01,100.824
1983-09-01,100.9844
1983-10-01,101.1125
1983-11-01,101.2033
1983-12-01,101.2535
1984-01-01,101.2604
1984-02-01,101.2191
1984-03-01,101.133
1984-04-01,101.0139
1984-05-01,100.8779
1984-06-01,100.7311
1984-07-01,100.5916
1984-08-01,100.4684
1984-09-01,100.3629
1984-10-01,100.2892
1984-11-01,100.2597
1984-12-01,100.2724
1985-01-01,100.3041
1985-02-01,100.3217
1985-03-01,100.3247
1985-04-01,100.3077
1985-05-01,100.2677
1985-06-01,100.2074
1985-07-01,100.1287
1985-08-01,100.0454
1985-09-01,99.97432
1985-10-01,99.91934
1985-11-01,99.88092
1985-12-01,99.85706
1986-01-01,99.84766
1986-02-01,99.84151
1986-03-01,99.83202
1986-04-01,99.81609
1986-05-01,99.78944
1986-06-01,99.7652
1986-07-01,99.75043
1986-08-01,99.75064
1986-09-01,99.76667
1986-10-01,99.79765
1986-11-01,99.85954
1986-12-01,99.96777
1987-01-01,100.1293
1987-02-01,100.3255
1987-03-01,100.547
1987-04-01,100.7791
1987-05-01,101.0001
1987-06-01,101.1784
1987-07-01,101.2867
1987-08-01,101.3137
1987-09-01,101.2633
1987-10-01,101.1547
1987-11-01,101.0308
1987-12-01,100.9357
1988-01-01,100.8146
1988-02-01,100.7419
1988-03-01,100.7116
1988-04-01,100.7184
1988-05-01,100.7538
1988-06-01,100.8069
1988-07-01,100.8626
1988-08-01,100.9189
1988-09-01,100.9641
1988-10-01,100.9995
1988-11-01,101.0233
1988-12-01,101.0238
1989-01-01,100.9976
1989-02-01,100.9665
1989-03-01,100.9153
1989-04-01,100.8427
1989-05-01,100.7535
1989-06-01,100.6666
1989-07-01,100.5897
1989-08-01,100.5281
1989-09-01,100.4824
1989-10-01,100.4554
1989-11-01,100.4531
1989-12-01,100.4705
1990-01-01,100.4972
1990-02-01,100.5183
1990-03-01,100.5242
1990-04-01,100.4931
1990-05-01,100.4137
1990-06-01,100.2636
1990-07-01,100.0411
1990-08-01,99.75415
1990-09-01,99.44139
1990-10-01,99.14037
1990-11-01,98.89314
1990-12-01,98.73935
1991-01-01,98.68951
1991-02-01,98.74227
1991-03-01,98.87515
1991-04-01,99.04035
1991-05-01,99.20082
1991-06-01,99.33556
1991-07-01,99.42317
1991-08-01,99.44595
1991-09-01,99.41534
1991-10-01,99.34958
1991-11-01,99.27811
1991-12-01,99.23318
1992-01-01,99.23592
1992-02-01,99.27348
1992-03-01,99.32428
1992-04-01,99.35469
1992-05-01,99.33659
1992-06-01,99.28487
1992-07-01,99.19003
1992-08-01,99.0815
1992-09-01,98.99455
1992-10-01,98.94733
1992-11-01,98.94415
1992-12-01,98.96948
1993-01-01,99.00178
1993-02-01,99.02655
1993-03-01,99.0344
1993-04-01,99.02892
1993-05-01,99.01709
1993-06-01,99.0153
1993-07-01,99.04501
1993-08-01,99.11843
1993-09-01,99.23452
1993-10-01,99.38742
1993-11-01,99.56657
1993-12-01,99.76413
1994-01-01,99.96104
1994-02-01,100.1254
1994-03-01,100.2746
1994-04-01,100.4146
1994-05-01,100.5642
1994-06-01,100.7108
1994-07-01,100.8445
1994-08-01,100.9546
1994-09-01,101.017
1994-10-01,101.0217
1994-11-01,100.9591
1994-12-01,100.8291
1995-01-01,100.6495
1995-02-01,100.4519
1995-03-01,100.2599
1995-04-01,100.1049
1995-05-01,100.0019
1995-06-01,99.94581
1995-07-01,99.92835
1995-08-01,99.92899
1995-09-01,99.92796
1995-10-01,99.92698
1995-11-01,99.93156
1995-12-01,99.9454
1996-01-01,99.97424
1996-02-01,100.0271
1996-03-01,100.1091
1996-04-01,100.2135
1996-05-01,100.3274
1996-06-01,100.4427
1996-07-01,100.5503
1996-08-01,100.6129
1996-09-01,100.6553
1996-10-01,100.6808
1996-11-01,100.692
1996-12-01,100.7043
1997-01-01,100.7231
1997-02-01,100.7517
1997-03-01,100.782
1997-04-01,100.7958
1997-05-01,100.7818
1997-06-01,100.7463
1997-07-01,100.6867
1997-08-01,100.5967
1997-09-01,100.4811
1997-10-01,100.3368
1997-11-01,100.1706
1997-12-01,99.9988
1998-01-01,99.83478
1998-02-01,99.68526
1998-03-01,99.53794
1998-04-01,99.37883
1998-05-01,99.20642
1998-06-01,99.02737
1998-07-01,98.86079
1998-08-01,98.7278
1998-09-01,98.65139
1998-10-01,98.65148
1998-11-01,98.73979
1998-12-01,98.90424
1999-01-01,99.13173
1999-02-01,99.39795
1999-03-01,99.68313
1999-04-01,99.97389
1999-05-01,100.2503
1999-06-01,100.5007
1999-07-01,100.71
1999-08-01,100.8811
1999-09-01,101.0309
1999-10-01,101.1734
1999-11-01,101.3119
1999-12-01,101.433
2000-01-01,101.5239
2000-02-01,101.5675
2000-03-01,101.5667
2000-04-01,101.5195
2000-05-01,101.4296
2000-06-01,101.3054
2000-07-01,101.1458
2000-08-01,100.9492
2000-09-01,100.7161
2000-10-01,100.4479
2000-11-01,100.1505
2000-12-01,99.83041
2001-01-01,99.51515
2001-02-01,99.23914
2001-03-01,99.01765
2001-04-01,98.8475
2001-05-01,98.72009
2001-06-01,98.60067
2001-07-01,98.48568
2001-08-01,98.3853
2001-09-01,98.32244
2001-10-01,98.33913
2001-11-01,98.45162
2001-12-01,98.64306
2002-01-01,98.87743
2002-02-01,99.12006
2002-03-01,99.33237
2002-04-01,99.46612
2002-05-01,99.50092
2002-06-01,99.44655
2002-07-01,99.33448
2002-08-01,99.20132
2002-09-01,99.06956
2002-10-01,98.95676
2002-11-01,98.86915
2002-12-01,98.79036
2003-01-01,98.71234
2003-02-01,98.65215
2003-03-01,98.63959
2003-04-01,98.69433
2003-05-01,98.81056
2003-06-01,98.98312
2003-07-01,99.19955
2003-08-01,99.4505
2003-09-01,99.7248
2003-10-01,99.99836
2003-11-01,100.2437
2003-12-01,100.4376
2004-01-01,100.57
2004-02-01,100.641
2004-03-01,100.6613
2004-04-01,100.6436
2004-05-01,100.6075
2004-06-01,100.5701
2004-07-01,100.5348
2004-08-01,100.5061
2004-09-01,100.4903
2004-10-01,100.481
2004-11-01,100.4712
2004-12-01,100.4439
2005-01-01,100.3867
2005-02-01,100.3015
2005-03-01,100.2042
2005-04-01,100.1179
2005-05-01,100.063
2005-06-01,100.0534
2005-07-01,100.0804
2005-08-01,100.1352
2005-09-01,100.215
2005-10-01,100.3221
2005-11-01,100.4528
2005-12-01,100.5895
2006-01-01,100.7143
2006-02-01,100.8182
2006-03-01,100.8983
2006-04-01,100.9517
2006-05-01,100.9797
2006-06-01,100.9964
2006-07-01,101.0212
2006-08-01,101.0778
2006-09-01,101.1777
2006-10-01,101.3152
2006-11-01,101.4814
2006-12-01,101.6612
2007-01-01,101.8399
2007-02-01,102.0261
2007-03-01,102.2183
2007-04-01,102.3991
2007-05-01,102.5344
2007-06-01,102.5969
2007-07-01,102.577
2007-08-01,102.4912
2007-09-01,102.3586
2007-10-01,102.1931
2007-11-01,102.005
2007-12-01,101.8051
2008-01-01,101.5804
2008-02-01,101.3092
2008-03-01,100.9965
2008-04-01,100.6227
2008-05-01,100.1643
2008-06-01,99.6089
2008-07-01,98.95215
2008-08-01,98.21471
2008-09-01,97.42904
2008-10-01,96.65967
2008-11-01,96.00997
2008-12-01,95.56057
2009-01-01,95.3549
2009-02-01,95.41644
2009-03-01,95.70922
2009-04-01,96.19481
2009-05-01,96.80752
2009-06-01,97.48382
2009-07-01,98.15887
2009-08-01,98.77924
2009-09-01,99.31734
2009-10-01,99.76198
2009-11-01,100.117
2009-12-01,100.3824
2010-01-01,100.5642
2010-02-01,100.6665
2010-03-01,100.715
2010-04-01,100.7084
2010-05-01,100.6568
2010-06-01,100.5947
2010-07-01,100.5623
2010-08-01,100.5816
2010-09-01,100.6502
2010-10-01,100.7539
2010-11-01,100.8703
2010-12-01,100.9718
2011-01-01,101.0422
2011-02-01,101.0607
2011-03-01,101.0193
2011-04-01,100.915
2011-05-01,100.7583
2011-06-01,100.5616
2011-07-01,100.3421
2011-08-01,100.1218
2011-09-01,99.93819
2011-10-01,99.81741
2011-11-01,99.76225
2011-12-01,99.75735
2012-01-01,99.77859
2012-02-01,99.79739
2012-03-01,99.79255
2012-04-01,99.75753
2012-05-01,99.70535
2012-06-01,99.65
2012-07-01,99.61009
2012-08-01,99.59499
2012-09-01,99.6114
2012-10-01,99.65746
2012-11-01,99.73016
2012-12-01,99.82371
2013-01-01,99.92544
2013-02-01,100.0248
2013-03-01,100.1111
2013-04-01,100.1833
2013-05-01,100.2489
2013-06-01,100.3068
2013-07-01,100.3559
2013-08-01,100.3957
2013-09-01,100.421
2013-10-01,100.4296
2013-11-01,100.4235
2013-12-01,100.399
2014-01-01,100.3623
2014-02-01,100.332
2014-03-01,100.3147
2014-04-01,100.299
2014-05-01,100.2829
2014-06-01,100.2678
2014-07-01,100.2554
2014-08-01,100.2453
2014-09-01,100.237
2014-10-01,100.2296
2014-11-01,100.2238
2014-12-01,100.2147
2015-01-01,100.1991
2015-02-01,100.1852
2015-03-01,100.1802
2015-04-01,100.168
2015-05-01,100.1287
2015-06-01,100.052
2015-07-01,99.93822
2015-08-01,99.81044
2015-09-01,99.6933
2015-10-01,99.60202
2015-11-01,99.52949
2015-12-01,99.46811
2016-01-01,99.42297
2016-02-01,99.40066
2016-03-01,99.41331
2016-04-01,99.44854
2016-05-01,99.49567
2016-06-01,99.55128
2016-07-01,99.61839
2016-08-01,99.69234
2016-09-01,99.77541
2016-10-01,99.86697
2016-11-01,99.96322
2016-12-01,100.0578
2017-01-01,100.1462
2017-02-01,100.234
2017-03-01,100.3224
2017-04-01,100.41
2017-05-01,100.4975
2017-06-01,100.5828
2017-07-01,100.6579
2017-08-01,100.718
2017-09-01,100.756
2017-10-01,100.7719
2017-11-01,100.7692
2017-12-01,100.7467
2018-01-01,100.7087
2018-02-01,100.6589
2018-03-01,100.5978
2018-04-01,100.5205
2018-05-01,100.4293
2018-06-01,100.3211
2018-07-01,100.1972
2018-08-01,100.0602
2018-09-01,99.91698
2018-10-01,99.77575
2018-11-01,99.64853
2018-12-01,99.53818
2019-01-01,99.45
2019-02-01,99.38296
2019-03-01,99.33098
2019-04-01,99.27792
2019-05-01,99.22129
2019-06-01,99.16555
2019-07-01,99.11443
2019-08-01,99.07176
2019-09-01,99.04591
2019-10-01,99.04046
2019-11-01,99.0538
2019-12-01,99.07269
2020-01-01,99.08418
2020-02-01,95.35371
2020-03-01,94.25957
2020-04-01,89.69202
2020-05-01,93.38651
2020-06-01,96.37074
2020-07-01,98.03941
2020-08-01,98.99342
2020-09-01,99.53521
2020-10-01,99.94064
2020-11-01,100.2529
2020-12-01,100.5745
2021-01-01,100.7886
2021-02-01,100.9856
2021-03-01,101.191
2021-04-01,101.3449
2021-05-01,101.4006
2021-06-01,101.395
2021-07-01,101.2899
2021-08-01,101.1452
2021-09-01,100.9948
2021-10-01,100.8606
2021-11-01,100.7089
2021-12-01,100.5526
2022-01-01,100.3802
2022-02-01,100.1883
2022-03-01,99.9789
2022-04-01,99.75799
2022-05-01,99.53117
2022-06-01,99.30405
2022-07-01,99.10403
2022-08-01,98.9476
2022-09-01,98.84088
2022-10-01,98.79328
2022-11-01,98.8115
2022-12-01,98.89095
2023-01-01,99.01524
2023-02-01,99.17355
2023-03-01,99.34633
2023-04-01,99.52175
2023-05-01,99.69712
2023-06-01,99.86665
2023-07-01,100.0227
2023-08-01,100.1578
2023-09-01,100.2712
2023-10-01,100.3684
