Date,Albania,Algeria,Angola,Argentina,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Barbados,Belarus,Belize,Benin,Bolivia,Brazil,Brunei,Bulgaria,Cameroon,Canada,Chad,Chile,China,Colombia,Congo,Cote d'Ivoire,Croatia,Cuba,Czechia,Czechoslovakia,Democratic Republic of Congo,Denmark,East Timor,Ecuador,Egypt,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Hungary,India,Indonesia,Iran,Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Lithuania,Low-income countries,Malaysia,Mauritania,Mexico,Mongolia,Morocco,Myanmar,Netherlands,New Zealand,Niger,Nigeria,Norway,Oman,Pakistan,Papua New Guinea,Persian Gulf (Shift),Peru,Philippines,Poland,Qatar,Romania,Russia,Saudi Arabia,Serbia,Slovakia,Slovenia,South Africa,South Sudan,Spain,Sudan,Suriname,Sweden,Syria,Taiwan,Tajikistan,Thailand,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Ukraine,United Arab Emirates,United Kingdom,United States,Uzbekistan,Venezuela,Vietnam,World,Yemen,Yugoslavia,Total
12/31/1900,0,0,0,0,0,0,,0,0,0,,,,0,0,0,0,0,1.41886,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0.5815,0,0,0,0.02326,1.67472,3.61693,0,0,0,0.02326,1.32582,,,0,,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,0.44194,0,4.03561,0,2.88424,120.27746,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,98.64566,,0,,234.94926,,0,469.89852
12/31/1901,0,0,0,0,0,0,,0,0,0,,,,0,0,0,0,0,1.17463,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0.51172,0,0,0,0.03489,2.22133,6.44302,0,0,0,0.02326,1.68635,,,0,,0,,0,0,,0.02326,0,0,0,0,0,,0,0,0,0,,0,0.45357,0,4.71015,0,3.46574,134.48932,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,107.60076,,0,,262.838,,0,525.676
12/31/1902,0,0,0,0,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.82573,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0.5815,0,0,0,0.04652,2.51208,3.90768,0,0,0,0.03489,1.82591,,,0,,0,,0,0,,0.05815,0,0,0,0,0,,0,0,0,0,,0,0.37216,0,6.05923,0,3.76812,127.74392,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,137.64105,,0,,285.38858,,0,570.77715
12/31/1903,0,0,0,0,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.75595,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0.73269,0,0,0,0.03489,3.89605,9.25748,0,0,0,0.02326,1.46538,,,0,,0,,0,0,,0.1163,0,0,0,0,0,,0,0,0,0,,0,0.43031,0,7.82699,0,4.79156,119.91693,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,155.78384,,0,,305.04327,,0,610.08653
12/31/1904,0,0,0,0,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.86062,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,1.0467,0,0,0,0.02326,5.24513,10.44374,0,0,0,0.04652,2.15155,,,0,,0,,0,0,,0.22097,0,0,0,0,0,,0,0,0,0,,0,0.45357,0,9.58312,0,6.17553,124.72012,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,181.55592,,0,,342.5384,,0,685.07678
12/31/1905,0,0,0,0,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.98855,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0.91877,0,0,0,0.05815,6.40813,12.59529,0,0,0,0.06978,2.04688,,,0,,0,,0,0,,0.41868,0,0,0,0,0,,0,0,0,0,,0,0.5815,0,9.23422,0,7.93166,86.73654,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,208.89806,,0,,336.89783,,0,673.79567
12/31/1906,0,0,0,0,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.88388,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,0.94203,0,0,0,0.03489,6.23368,13.1419,0.01163,0,0,0.08141,2.65164,,,0,,0,,0,0,,0.83736,0,0,0,0,0,,0,0,0,0,,0.01163,0.82573,0,8.57131,0,11.29273,93.87736,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,196.15158,,0,,335.54877,,0,671.10916
12/31/1907,0,0,0,0,0,0.01163,,0,0,0,,,,0,0,0,0,0,1.22115,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,1.23278,0,0,0,0.02326,6.73377,16.02614,0,0,0,0.09304,3.11684,,,0,,0,,0,0,,1.79102,0,0,0,0,0,,0,0,0,0,,0,1.163,0,13.09538,0,13.35124,99.48302,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,257.55798,,0,,414.90024,,0,829.80049
12/31/1908,0,0,0,0.02326,0,0.02326,,0,0,0,,,,0,0,0,0,0,0.8141,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,1.63983,0,0,0,0.02326,7.82699,16.5146,0,0,0,0.08141,3.20988,,,0,,0,,0,0,,6.5128,0,0,0,0,0,,0,0,0,0,,0,1.46538,0,19.98034,0,13.24657,100.33201,0,,,,,,0,,0,0,0,0,,0,0,0,0,,,0,0,276.8405,,0,,448.5342,,0,897.06839
12/31/1909,0,0,0,0.03489,0,0.02326,,0,0,0,,,,0,0,0,0,0,0.65128,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,1.59331,0,0,0,0.03489,10.3507,17.72412,0,0,0,0.06978,3.11684,,,0,,0,,0,0,,4.652,0,0,0,0,0,,0,0,0,0,,0,2.18644,0,24.26018,0,15.77028,106.71688,0,,,,,,0,,0,0,0,0,,0,0.09304,0,0,,,0,0,284.0395,,0,,471.31738,,0,942.63477
12/31/1910,0,0,0,0.03489,0,0.02326,,0,0,0,,,,0,0,0,0,0,0.48846,,0,0,0,0,0,,0,,0,0,0,,0,0,0,0,,1.6282,0,0,0,0.03489,9.51334,17.71249,0,0,0,0.08141,2.98891,,,0,,0,,0,0,,6.0476,0,0,0,0,0,,0,0,0,0,,0,1.95384,0,20.53858,0,15.43301,110.96183,0,,,,,,0,,0,0,0,0,,0,0.24423,0,0,,,0,0,324.95383,,0,,512.6388,,0,1025.27757
12/31/1911,0,0,0,0.02326,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.45357,,0,0,0,0,0,,0,,0,0,0,,0,0.03489,0,0,,1.59331,0,0,0,0.02326,10.0018,19.43373,0.51172,0,0,0.1163,3.2564,,,0,,0,,0,0,,21.79462,0,0,0,0,0,,0,0,0,0,,0.51172,2.26785,0,16.95654,0,18.89875,105.30965,0,,,,,,0,,0,0,0,0,,0,0.47683,0,0,,,0,0,341.84058,,0,,543.0047,,0,1086.52111
12/31/1912,0,0,0,0.08141,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.37216,,0,0,0,0,0,,0,,0,0,0,,0,0.32564,0,0,,1.57005,0,0,0,0.03489,11.03687,17.66597,0.95366,0,0,0.08141,2.72142,,,0,,0,,0,0.06978,,25.67904,0,0,0,0,0,,0,0,0,0,,0.95366,2.72142,0,13.30472,0,22.08537,106.58895,0,,,,,,0,,0,0,0,0,,0,0.74432,0,0,,,0,0,345.70175,,0,,551.7505,,0,1104.45462
12/31/1913,0,0,0,0.22097,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.3489,,0,0,0,0,0,,0,,0,0,0,,0,0.15119,0.63965,0,,1.40723,0,0,0,0.02326,12.29291,17.74738,3.23314,0,0,0.08141,3.17499,,,0,,0,,0,0.2326,,40.20491,0,0,0,0,0,,0,0,0,0,,3.23314,3.20988,0,12.95582,0,21.49224,104.79793,0,,,,,,0,,0,0,0,0,,0,0.84899,0,0,,,0,0,385.25537,,0,,608.3304,,0,1219.89394
12/31/1914,0,0,0,0.4652,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.33727,,0,0,0,0,0,,0,,0.02326,0,0,,0,1.163,0,0,,1.2793,0,0,0,0.04652,11.47881,18.24747,4.44266,0,0,0.06978,4.31473,,,0,,0,,0,0.53498,,32.85475,0,0,0,0,0,,0,0,0,0,,4.44266,2.98891,0,10.19951,0,21.0503,103.8559,0,,,,,,0,,0,0,0,0,,0,1.09322,0,0,,,0,0,412.10904,,0.02326,,626.58954,,0,1257.6217
12/31/1915,0,0,0,0.86062,0,0.01163,,0,0,0,,,,0,0,0,0,0,0.33727,,0,0,0,0,0,,0,,0.04652,0,0,,0,0.3489,0,0,,1.15137,0,0,0,0.08141,12.72322,18.58474,5.31491,0,0,0.06978,4.79156,,,0,,0,,0,0.65128,,51.03244,0,0,0,0,0,,0,0,0,0,,5.31491,4.22169,0,8.82717,0,18.46844,107.82173,0,,,,,,0,,0,0,0,0,,0,1.26767,0,0,,,0,0,435.8924,,0.05815,,672.5629,,0,1350.44071
12/31/1916,0,0.01163,0,1.46538,0,0,,0,0,0,,,,0,0,0,0,0,0.30238,,0,0,0,0,0,,0,,0.05815,0,0,,0,0.67454,0,0,,1.08159,0,0,0,0.06978,13.16516,20.1199,7.60602,0,0,0.08141,4.84971,,,0,,0,,0,1.05833,,62.98808,0,0,0,0,0,,0,0,0,0,,7.60602,4.23332,0,10.42048,0,10.45537,114.79973,0,,,,,,0,,0,0,0,0,,0,1.57005,0,0,,,0,0,466.363,,0.1163,,721.4903,,0,1450.58663
12/31/1917,0,0.01163,0,2.05851,0,0,,0,0,0,,,,0,0,0,0,0,0.33727,,0,0,0,0,0,,0,,0.10467,0,0,,0.09304,1.59331,0,0,,1.05833,0,0,0,0.10467,12.52551,20.82933,10.60656,0,0,0.06978,4.68689,,,0,,0,,0,0.90714,,95.97076,0,0,0,0,0,,0,0,0,0,,10.60656,4.03561,0,9.38541,0,8.42012,101.84391,0,,,,,,0,,0,0,0,0,,0,2.70979,0,0,,,0,0,519.9773,,0.20934,,797.5389,,0,1605.68434
12/31/1918,0,0.01163,0,2.27948,0,0,,0,0,0,,,,0,0,0,0,0,0.47683,,0,0,0,0,0,,0,,0.09304,0,0,,0.09304,3.27966,0.60476,0,,0.44194,0,0,0,0,12.40921,20.51532,13.07212,0,0,0.05815,4.00072,,,0,,0,,0,0.84899,,110.55478,0,0,0,0,0,,0,0,0,0,,13.07212,3.89605,0,8.98999,0,11.26947,42.9147,0,,,,,,0,,0,0,0,0,,0,3.52389,0,0,,,0,0,551.9249,,0.55824,,791.8169,,0,1596.70593
12/31/1919,0,0.01163,0,2.24459,0,0,,0,0,0,,,,0,0,0,0,0,0.37216,,0,0,0,0,0,,0,,0.08141,0,0,,0.09304,2.60512,0.55824,0,,0.43031,0,0,0,0,13.53732,25.1208,16.37504,0,0,0.05815,3.66345,,,0,,0,,0,1.00018,,150.77132,0,0,0,0,0,,0,0,0,0,,16.37504,4.05887,0,9.67616,0,9.95528,51.60231,0,,,,,,0,,0,0,0,0,,0,3.11684,0,0,,,0,0,605.9114,,0.53498,,901.77856,,0,1819.9322
12/31/1920,0,0.01163,0,2.77957,0,0,,0,0,0,,,,0,0,0,0,0,0.30238,,0,0,0,0,0,,0,,0.1163,0,0,,0.09304,1.72124,0.63965,0,,0.40705,0,0,0,0,13.6071,27.50495,20.60836,0,0,0.05815,3.64019,,,0,,0,,0,1.70961,,283.8883,0,0,0,0,0,,0,0,0,0,,20.60836,4.33799,0,8.89695,0,12.89767,45.357,0,,,,,,0,,0,0,0,0,,0,3.52389,0,0,,,0,0,722.4789,,0.80247,,1155.3823,,0,2331.37305
12/31/1921,0,0,0,3.51226,0,0,,0,0,0,,,,0,0,0,0,0,0.31401,,0,0,0.1163,0,0,,0,,0.16282,0,0,,0.09304,2.12829,0.65128,0,,0.44194,0,0,0,0,14.74684,27.43517,27.50495,0,0,0.04652,3.46574,,,0,,0,,0,2.36089,,337.01413,0,0,0,0,0,,0,0,0,0,,27.50495,5.68707,0,8.19915,0,13.58384,44.194,0,,,,,,0,,0,0,0,0,,0,3.97746,0,0,,,0,0,752.67035,,2.53534,,1250.8414,,0,2529.18774
12/31/1922,0,0.01163,0,5.10557,0,0,,0,0,0,,,,0,0,0,0,0,0.30238,,0,0,0.53498,0,0,,0,,0.20934,0,0,,0.09304,2.01199,0.8141,0,,0.48846,0,0,0,0,14.39794,27.70266,34.97141,0,0,0.04652,3.31455,,,0,,0,,0,4.7683,,317.63855,0,0,0,0,0,,0,0,0,0,,34.97141,8.15263,0,8.29219,0,15.96799,54.661,0,,,,,,0,,0,0,0,0,,0,4.14028,0,0,,,0,0,888.7064,,3.89605,,1396.228,,0,2827.42737
12/31/1923,0,0.01163,0,5.78011,0,0,,0,0,0,,,,0,0,0,0,0,0.29075,,0,0,0.70943,0,0,,0,,0.12793,0,0,,0.13956,1.77939,0.8141,0,,0.59313,0,0,0,0,14.1886,32.94779,43.89162,0,0,0.05815,2.91913,,,0,,0,,0,6.59421,,264.04752,0,0,0,0,0,,0,0,0,0,,43.89162,8.74576,0,8.57131,0,17.58456,61.639,0,,,,,,0,,0,0,0,0,,0,5.15209,0,0,,,0,0,1167.3147,,7.43157,,1651.332,,0,3346.55566
12/31/1924,0,0.02326,0,7.87351,0,0,,0,0,0,,,,0,0,0,0,0,0.26749,,0,0,0.74432,0,0,,0,,0.12793,0,0,,0.16282,1.89569,0.86062,0,,0.68617,0,0,0,0,14.21186,34.02938,51.20689,0,0,0.05815,2.93076,,,0,,0,,0,7.00126,,248.49821,0,0,0,0,0,,0,0,0,0,,51.20689,12.16498,0,8.96673,0,21.6318,70.943,0,,,,,,0,,0,0,0,0,,0,6.85007,0,0,,,0,0,1140.0192,,15.51442,,1646.6685,,0,3344.54391
12/31/1925,0,0.02326,0,10.31581,0,0,,0,0,0,,,,0,0,0,0,0,0.55824,,0,0,1.67472,0,0,,0,,0.27912,0,0,,0.26749,2.0934,0.75595,0,,0.91877,0,0,0,0,13.96763,35.65758,53.83527,0,0,0.09304,3.09358,,,0,,0,,0,7.12919,,204.99039,0,0,0,0,0,,0,0,0,0,,53.83527,14.1886,0,9.44356,0,26.94671,82.573,0,,,,,,0,,0,0,0,0,,0,7.40831,0,0,,,0,0,1216.7539,,33.54092,,1726.5084,,0,3506.85211
12/31/1926,0,0.01163,0,13.32798,0,0,,0,0,0,,,,0,0,0,0,0,0.54661,,0,0.02326,10.6996,0,0,,0,,0.25586,0,0,,0.3489,2.01199,0.77921,0,,1.10485,0,0,0,0,12.793,35.11097,57.09167,0,0,0.05815,2.88424,,,0,,0,,0,8.29219,,160.00554,0,0,0,0,0,,0,0,0,0,,57.09167,16.22385,0,9.25748,0,37.72772,96.529,0,,,,,,0,,0,0,0,0,,0,8.04796,0,0,,,0,0,1238.2926,,60.56904,,1771.9933,,0,3601.07827
12/31/1927,0,0.01163,0,14.61891,0,0,,0,0,0,,,,0,0,0,0,0,0.70943,,0,0.03489,24.93472,0,0,,0,,0.19771,0,0,,0.88388,2.15155,0.84899,0,,1.12811,0,0,0,0,13.00234,42.96122,63.31372,0.52335,0,0.06978,2.88424,,,0,,0,,0,8.28056,,113.13664,0,0,0,0,0,,0,0,0,0,,63.83707,16.11918,0,8.40849,0,42.67047,119.789,0,,,,,,0,,0,0,0,0,,0,8.71087,0,0,,,0,0,1436.1422,,101.58805,,2023.1199,,0,4110.0769
12/31/1928,0,0.01163,0,15.32834,0,0,,0,0,0.01163,,,,0.01163,0,0,0,0,0.9304,,0,0.03489,33.04083,0,0,,0,,0.16282,0,0,,1.79102,3.11684,0.86062,0,,1.06996,0,0,0,0,2.00036,50.10204,67.02369,1.09322,0,0.06978,3.03543,,,0,,0,,0,8.73413,,83.54992,0,0,11.96727,0,0,,0,0,0,0,,68.11691,18.51496,0,8.64109,0,49.79966,134.908,0,,,,,,0,,0,0,0,0,,0,13.24657,0,0,,,0,0,1437.375,,178.15997,,2124.5916,,0,4317.30021
12/31/1929,0,0.03489,0,15.84006,0,0,,0,0,0.01163,,,,0.03489,0,0,0,0,1.67472,,0,0.04652,33.85493,0,0,,0,,0.16282,0,0,,2.27948,3.16336,0.87225,0,,1.19789,0,0,0,0,2.40741,60.92957,64.53487,1.40723,0,0.06978,3.23314,,,0,,0,,0,8.8388,,74.44363,0,0,11.56022,0,0,,0,0,0,0,,65.9421,20.66651,0,7.85025,0,56.25431,159.331,0,,,,,,0,,0,0,0,0,,0,14.15371,0,0,,,0,0,1606.1495,,230.72757,,2381.731,,0,4829.40404
12/31/1930,0,0.02326,0,15.17715,0,0,,0,0,0.02326,,,,0.04652,0,0,0,0,2.27948,,0,0.5815,32.35466,0,0,,0,,0.26749,0,0,,2.57023,3.31455,0.88388,0,,2.02362,0,0,0,0,2.48882,58.51053,70.18705,1.40723,0,0.09304,3.27966,,,0,,0,,0,8.12937,,65.84906,0,0,11.69978,0,0,,0,0,0,0,,71.59428,19.25928,0,7.71069,0,67.36096,215.155,0,,,,,,0,,0,0,0,0,,0,15.29345,0,0,,,0,0,1431.8507,,233.4141,,2271.2344,,0,4614.063
12/31/1931,0,0.01163,0,19.21276,0,0,,0,0,0.01163,,,,0.02326,0,0.04652,0,0,2.30274,,0,0.70943,28.88892,0,0,,0,,0.2326,0,0,,2.9075,3.36107,0.86062,0,,2.66327,0,0,0,0,2.7912,53.47474,67.95409,1.3956,0,0.18608,3.17499,,,0,,0,,0,6.15227,,55.04479,0,0,11.12991,0,0.01163,,0,0,0,0,,69.34969,15.5842,0,7.33853,0,78.57228,260.512,0,,,,,,0,,0,0,0,0,,0,15.94473,0,0,,,0,0,1357.0233,,199.98949,,2197.5117,,0,4464.37317
12/31/1932,0,0.01163,0,21.80625,0,0,,0,0,0.01163,,,,0.05815,0,2.08177,0,0,1.55842,,0,0.8141,26.01631,0,0,,0,,0.22097,0,0,,2.64001,3.15173,0.87225,0,,2.6749,0,0,0,0,2.77957,58.95247,76.16487,1.41886,0,0.31401,2.62838,,,0,,0,,0,3.96583,,54.64937,0,0,11.29273,0,0.01163,,0,0,0,0,,77.58373,15.27019,0,6.47791,0,85.45724,248.882,0,,,,,,0,,0,0,0,0,,0,16.57275,0,0,,,0,0,1251.9114,,198.71017,,2097.3774,,0,4272.33863
12/31/1933,0.02326,0.01163,0,22.69013,0,0.01163,,0.04652,0,0.01163,,,,0.16282,0,3.31455,0,0,1.70961,,0,1.01181,20.84096,0,0,,0,,0.20934,0,0,,2.6749,2.76794,0.91877,0,,2.77957,0,0,0,0,2.60512,64.37205,83.736,1.33745,0,0.31401,2.34926,,,0,,0,,0,3.79138,,56.6381,0,0.01163,11.36251,0,0.01163,,0,0,0,0,,85.11997,20.49206,0,6.40813,0,85.79451,250.045,0,,,,,,0,,0,0,0,0,,0,15.64235,0,0,,,0,0,1425.0936,,201.07108,,2290.2727,,0.01163,4665.66524
12/31/1934,0.02326,0,0,23.23674,0,0.04652,,0.45357,0,0.01163,,,,0.2326,0,4.39614,0,0,2.10503,,0,1.06996,27.47006,0,0,,0,,0.30238,0,0,,2.69816,2.57023,0.90714,0,,3.69834,0,0,0,0,3.07032,70.41965,89.06254,10.86242,0,0.2326,2.95402,,,0,,0,,0,3.27966,,63.59284,0,0.01163,11.61837,0,0.01163,,0,0,0,0,,100.37853,25.14406,0,6.15227,0,98.45958,281.446,0,,,,,,0,,0,0,0,0,,0,17.82879,0,0,,,0,0,1429.6875,,233.82115,,2416.8884,,0.01163,4934.15535
12/31/1935,0.06978,0,0,23.69031,0,0.08141,,2.01199,0,0,,,,0.24423,0,5.22187,0,0,2.16318,,0,1.63983,27.93526,0,0,,0,,0.2326,0,0,,2.84935,2.11666,0.88388,0,,4.96601,0,0,0,0,3.2564,70.73366,88.48104,41.37954,0,0.18608,3.65182,,,0,,0,,0,3.00054,,67.53541,0,0,11.46718,0,0.01163,,0,0,0,0,,131.87257,26.20239,0,5.98945,0,97.41288,293.076,0,,,,,,0,,0,0,0,0,,0,19.09646,0,0,,,0,0,1566.2703,,255.80185,,2627.659,,0,5387.19056
12/31/1936,0.47683,0,0,25.72556,0,0.09304,,7.38505,0,0,,,,0.15119,0,5.33817,0,0,2.24459,,0,1.93058,29.95888,0,0,,0,,0.22097,0,0,,3.16336,2.12829,0.8141,0,,5.17535,0,0,0,0,3.07032,74.87394,96.8779,45.28722,0,0.18608,4.09376,,,0,,0,,0,2.62838,,68.36114,0,0,11.79282,0,0.01163,,0,0,0,0,,149.57343,27.02812,0,5.94293,0,101.21589,318.662,0.02326,,,,,,0,,0,0,0,0,,0,21.66669,0,0,,,0,0,1728.2877,,266.88525,,2861.7012,,0,5872.97562
12/31/1937,1.09322,0,0,27.2142,0,0.38379,,12.33943,0,0,,,,0.18608,0,6.66399,0,0,3.59367,,0,2.25622,32.64541,0,0,,0,,0.20934,0,0,,3.31455,1.98873,0.8141,0,,5.24513,0,0,0,0.02326,3.36107,84.45706,120.1379,47.83419,0,0.16282,4.10539,,,0,,0,,0,2.47719,,78.04893,0,0.03489,12.19987,0,0.01163,,0,0,0,0,,180.40456,26.749,0,5.82663,0,83.1545,331.455,0.09304,,,,,,0,,0,0,0,0.04652,,0,26.08609,0,0,,,0,0,2010.4199,,322.4999,,3257.1443,,0.01163,6694.69313
12/31/1938,1.32582,0,0,28.42372,0,0.66291,,13.17679,0,0,,,,0.20934,0,8.22241,0,0,10.15299,,0,3.16336,34.70392,0,0,,0,,0.22097,0,0,,3.45411,2.62838,0.83736,0,,7.08267,0,0,0,0.50009,3.87279,86.03874,120.47517,48.12494,0,0.15119,4.09376,,,0,,0,,0,2.36089,,64.0813,0,0.03489,11.71141,0,0.01163,,0,0,0,0,,182.5561,24.38811,0,5.89641,0,76.68822,351.226,0.77921,,,,,,0,,0,0,0,0.04652,,0,29.84258,0,0,,,0,0,1908.5645,,326.46573,,3179.6304,,0.01163,6541.81696
12/31/1939,1.63983,0,0,30.97069,0,1.67472,,12.07194,0,0.01163,,,,0.32564,0,9.08303,0,0,11.82771,,0,4.46592,38.379,0,0,,0,,0.24423,0,0,,3.54715,7.74558,0.8141,0,,8.6062,0,0,0,1.67472,3.61693,92.44687,113.18316,46.08969,0,0.13956,3.74486,,,0,,0,,0,1.95384,,71.38494,0,0.05815,12.24639,0,0,,0,0,0,0,,177.61336,20.86422,0,6.10575,0,72.5712,352.389,6.26857,,,,,,0,,0,0,0,0.05815,,0,33.31995,0,0,,,0,0.04652,1988.1019,,355.0988,,3312.7822,,0.01163,6803.17773
12/31/1940,2.62838,0,0,34.28524,0,4.80319,,11.24621,0,0,,,,0.44194,0,10.10647,0,0,13.11864,,0,6.80355,41.11205,0,0,,0,,0.3489,0,0,,3.6053,10.80427,0.80247,0,,12.28128,0,0,0,2.95402,4.29147,92.33057,101.79739,29.15641,0,0.01163,3.46574,,,0,,0,,0,1.75613,,73.28063,0,0.05815,12.02542,0,0,,0,0,0,0,,150.341,18.71267,0,6.09412,0,67.5703,361.693,8.141,,,,,,0,,0,0,0,0.05815,,0,37.51838,0,0,,,0,0.19771,2126.813,,319.16208,,3419.4875,,0.01163,6989.31599
12/31/1941,2.34926,0,0,36.6345,0,7.58276,,10.80427,0,0,,,,0.36053,0,7.22223,0,0,15.4679,,0,7.71069,39.63504,0,0,,0,,0.40705,0,0,,2.38415,14.20023,0.67454,0,,10.49026,0,0,0,4.90786,4.50081,80.07255,77.93263,18.22421,0,0.13956,3.00054,,,0,,0,,0,1.25604,,71.6408,0,0.06978,12.07194,0,0,,0,0,0,0,,113.82281,18.41029,0,2.81446,0,63.41839,374.49762,6.8617,,,,,,0,,0,0,0,0.05815,,0,34.61088,0,0,,,0,0.36053,2203.8384,,387.81396,,3522.4246,,0,7158.67192
12/31/1942,2.81446,0,0,39.44896,0,10.12973,,9.92039,0,0,,,,0.4652,0.04652,4.72178,0,0,15.8168,,0,9.50171,17.03795,0,0,,0,,0.41868,0,0,,3.50063,13.74666,0.75595,0,,8.65272,0,0,0,7.74558,4.33799,35.85529,111.03161,30.17985,0,0.15119,2.74468,,,0,,0,,0,0,,57.94066,0,0.05815,3.88442,0,0,,0,0,0,0,,158.34245,21.0503,0,4.38451,0,65.88395,357.98303,7.2106,,,,,,0,,0,0,0,0.04652,,0,37.26252,0,0,,,0,0.96529,2179.3457,,250.56834,,3315.6084,,0,6789.55917
12/31/1943,1.75613,0,0,41.32139,0,12.83952,,10.45537,0,0,,,,0.51172,0.06978,7.0943,0,0,15.06085,,0,3.61693,21.55039,0,0,,0,,0.41868,0,0,,3.54715,14.94455,0.79084,0,,8.26893,0,0,0,9.75757,4.25658,72.14089,114.69506,41.54236,0,0.12793,2.83772,,,0,,0,,0,0,,58.51053,0,0.05815,1.55842,0,0,,0,0,0,0,,174.25229,22.65524,0,5.48936,0,61.32499,318.1968,7.5595,,,,,,0,,0,0,0,0.03489,,0,36.09952,0,0,,,0,1.33745,2365.635,,302.01947,,3568.0957,,0.01163,7310.44358
12/31/1944,0.5815,0.01163,0,40.32121,0,14.10719,,10.67634,0,0,,,,0.47683,0.09304,9.45519,0,0,15.16552,,0,2.33763,36.43679,0,0,,0,,0.37216,0,0,,4.44266,15.73539,0.68617,0,,8.39686,0,0,0,9.68779,4.32636,33.25017,156.8538,48.42732,0,0.08141,2.66327,,,0,,0,,0,0,,63.58121,0,0.04652,1.163,0,0,,0,0,0,0,,228.32016,22.25982,0,4.69852,0,40.99575,433.03143,12.36269,,,,,,0,,0,0,0,0.03489,,0,36.52983,0,0,,,0,1.11648,2637.114,,430.2635,,4098.133,,0.3489,8424.58593
12/31/1945,0.4652,0,0,38.07662,0,5.17535,,11.61837,0,0,,,,0.5815,0.1163,3.489,0,0,12.68833,,0,2.03525,36.71591,0,0,,0,,0.15119,0,0,,4.01235,15.7005,0.33727,0,,6.31509,0,0,0,7.61765,3.67508,11.35088,198.9893,53.57941,0,0.08141,2.57023,,,0,,0,,0,0,,72.46653,0,0.03489,1.12811,0,0,,0,0,0,0,,297.58844,21.24801,0,1.17463,0,53.9632,225.622,33.40136,,,,,,0,,0,0,0,0.02326,,0,35.59943,0,0,,,0,0.84899,2693.2986,,538.9458,,4093.3413,,0.24423,8484.27097
12/31/1946,1.75613,0,0,34.61088,0,9.82735,,12.73485,0,0,,,,0.54661,0.10467,3.3727,0,0,11.23458,,0,0.8141,36.07626,0,0,,0.13956,,0.33727,0,0,,3.57041,14.90966,0.60476,0,,7.5595,0,0,0,7.96655,3.40759,3.51226,226.76173,54.4284,0,0.12793,2.23296,,,9.304,,0,,0,0,,81.94498,0,0.03489,0.02326,0.73269,0,,0,0,0,0,,398.595,19.06157,0,1.36071,0,48.76459,252.90598,95.366,,,,,,0,,0,0,0,0.02326,,0,34.14568,0,0,,,0,0.65128,2725.1765,,647.8026,,4354.179,,0.24423,9106.95293
12/31/1947,3.51226,0,0,36.35538,0,10.5833,,14.96781,0,0,,,,0.56987,0.15119,20.09664,0,0,11.42066,,0,0.60476,40.18165,0,0,,0.19771,,0.4652,0,0,,3.61693,15.51442,0.5815,0,,6.71051,0,0,0,6.6291,2.89587,12.94419,238.63597,54.68426,0,0.1163,2.10503,,,25.586,,0,,0,0.29075,,93.65639,0,0.03489,0.09304,2.47719,0,,0,0,0,0.5815,,476.92303,19.75937,0,1.48864,0,44.3103,302.63586,143.049,,,,,,0,,0,0,0,0.03489,,0,34.75044,0,0.01163,,,0,0.54661,2918.5718,,724.7351,,4796.5376,,0.38379,10069.99833
